datetime,precipitation_utsunomiya,precipitation_chiba,precipitation_tokyo,temperature_utsunomiya,temperature_chiba,temperature_tokyo,winddirection_utsunomiya,winddirection_chiba,winddirection_tokyo,windspeed_utsunomiya,windspeed_chiba,windspeed_tokyo,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2019060407,0.0,0.0,0.0,20.0,21.7,20.3,9,4,5,1.4,0.3,1.1,0.0,0.0,0.0
2019060408,0.0,0.0,0.0,21.0,23.2,22.0,9,6,8,1.7,1.2,1.4,0.0,0.0,0.0
2019060409,0.0,0.0,0.0,21.2,24.4,23.1,9,8,8,1.7,2.4,2.0,0.0,0.0,0.0
2019060410,0.0,0.0,0.0,22.0,25.9,24.5,8,7,5,1.5,0.9,1.4,0.0,0.0,0.0
2019060411,0.0,0.0,0.0,24.6,25.4,25.5,8,11,5,2.3,2.6,2.3,0.0,0.0,0.0
2019060412,0.0,0.0,0.0,25.1,26.1,26.0,7,7,7,3.9,2.8,3.0,0.0,0.0,0.0
2019060413,0.0,0.0,0.0,26.6,25.6,27.0,8,8,8,3.9,3.2,3.6,0.0,0.0,0.0
2019060414,0.0,0.0,0.0,27.4,25.2,27.1,7,12,9,5.4,2.7,3.6,0.0,0.0,0.0
2019060415,0.0,0.0,0.0,27.8,25.2,26.5,7,11,8,4.9,4.8,4.5,0.0,0.0,0.0
2019060416,0.0,0.0,0.0,27.4,25.0,25.2,6,11,8,3.7,4.7,4.4,0.0,0.0,0.0
2019060417,0.0,0.0,0.0,26.7,24.8,23.9,8,7,8,5.2,5.5,4.2,0.0,0.0,0.0
2019060418,0.0,0.0,0.0,25.7,24.0,22.5,8,8,8,4.9,4.2,5.0,0.0,0.0,0.0
2019060419,0.0,0.0,0.0,24.5,23.5,21.6,8,7,8,5.0,4.8,4.5,0.0,0.0,0.0
2019060420,0.0,0.0,0.0,23.4,22.6,21.2,8,8,7,4.8,4.5,3.7,0.0,0.0,0.0
2019060421,0.0,0.0,0.0,22.7,22.1,20.9,8,7,7,3.8,4.0,3.2,0.0,0.0,0.0
2019060422,0.0,0.0,0.0,21.9,21.5,20.6,9,7,7,4.1,3.5,3.0,0.0,0.0,0.0
2019060423,0.0,0.0,0.0,21.3,21.3,20.3,9,7,7,4.9,3.4,2.2,0.0,0.0,0.0
2019060424,0.0,0.0,0.0,20.6,21.0,20.1,9,7,7,3.6,2.9,2.5,0.0,0.0,0.0
2019060501,0.0,0.0,0.0,20.1,20.8,19.7,8,7,7,3.6,3.4,1.4,0.0,0.0,0.0
2019060502,0.0,0.0,0.0,19.6,20.9,19.6,7,7,7,1.9,3.4,1.2,0.0,0.0,0.0
2019060503,0.0,0.0,0.0,19.8,20.7,19.2,8,7,5,1.5,2.6,0.8,0.0,0.0,0.0
2019060504,0.0,0.0,0.0,20.0,20.5,19.2,8,7,5,1.3,3.5,0.8,0.0,0.0,0.0
2019060505,0.0,0.0,0.0,20.1,20.6,19.4,8,7,6,1.1,3.0,1.6,0.0,0.0,0.0
2019060506,0.0,0.0,0.0,20.2,21.4,19.9,7,7,8,1.3,3.5,1.8,0.0,0.0,0.0
2019060507,0.0,0.0,0.0,21.0,22.1,20.5,7,7,10,1.5,3.0,1.3,0.0,0.0,0.0
2019060508,0.0,0.0,0.0,21.5,22.7,21.4,7,8,10,1.6,2.9,1.4,0.0,0.0,0.0
2019060509,0.0,0.0,0.0,22.2,23.3,21.8,5,10,9,1.2,1.9,1.4,0.0,0.0,0.0
2019060510,0.0,0.0,0.0,22.7,23.2,22.6,7,12,9,2.8,2.1,2.7,0.0,0.0,0.0
2019060511,0.0,0.0,0.0,23.2,23.4,23.6,11,12,7,3.4,3.7,2.8,0.0,0.0,0.0
2019060512,0.0,0.0,0.0,23.1,23.5,24.0,10,11,9,3.8,3.7,3.3,0.0,0.0,0.0
2019060513,0.0,0.0,0.0,24.0,24.2,24.6,10,11,8,3.0,3.2,2.9,0.0,0.0,0.0
2019060514,0.0,0.0,0.0,24.5,23.8,24.5,10,11,7,3.1,4.9,3.2,0.0,0.0,0.0
2019060515,0.0,0.0,0.0,25.5,25.0,24.9,8,11,8,1.9,3.5,3.1,0.0,0.0,0.0
2019060516,0.0,0.0,0.0,25.5,24.7,24.9,9,11,7,3.3,2.8,3.6,0.0,0.0,0.0
2019060517,0.0,0.0,0.0,25.8,24.1,24.6,10,11,9,3.5,4.7,3.7,0.0,0.0,0.0
2019060518,0.0,0.0,0.0,25.4,23.3,22.9,10,11,8,2.8,4.7,2.7,0.0,0.0,0.0
2019060519,0.0,0.0,0.0,24.2,22.8,22.0,8,10,7,2.8,3.8,2.7,0.0,0.0,0.0
2019060520,0.5,0.0,0.0,20.7,22.6,21.5,13,8,8,2.9,3.3,2.7,0.0,0.0,0.0
2019060521,0.5,0.0,0.0,19.8,21.8,21.0,15,9,7,2.0,3.5,2.2,0.0,0.0,0.0
2019060522,0.0,0.0,0.0,19.0,21.8,20.8,13,9,8,2.2,3.0,2.6,0.0,0.0,0.0
2019060523,0.0,0.0,0.0,18.5,21.2,20.2,14,7,7,1.4,2.6,1.4,0.0,0.0,0.0
2019060524,0.0,0.0,0.0,18.5,20.7,19.9,14,7,9,1.0,2.4,0.8,0.0,0.0,0.0
2019060601,0.0,0.0,0.0,18.1,21.1,19.4,16,9,5,1.6,2.1,0.8,0.0,0.0,0.0
2019060602,0.0,0.0,0.0,18.2,20.4,18.7,1,7,0,3.0,3.0,0.2,0.0,0.0,0.0
2019060603,0.0,0.0,0.0,18.1,20.5,18.7,15,7,0,3.2,1.8,0.2,0.0,0.0,0.0
2019060604,0.0,0.0,0.0,18.2,20.5,18.7,1,7,12,1.6,2.5,1.0,0.0,0.0,0.0
2019060605,0.0,0.0,0.0,18.4,20.8,19.2,15,9,14,2.1,1.3,0.5,0.0,0.0,0.0
2019060606,0.0,0.0,0.0,19.7,21.8,20.3,12,10,13,0.4,1.1,0.4,0.0,0.0,0.0
2019060607,0.0,0.0,0.0,20.6,22.5,22.4,10,11,15,1.2,2.2,0.6,0.0,0.0,0.0
2019060608,0.0,0.0,0.0,22.6,24.0,24.0,8,10,2,1.3,1.5,1.4,0.0,0.0,0.0
2019060609,0.0,0.0,0.0,24.8,25.9,26.6,5,11,1,1.6,1.8,2.3,0.0,0.0,0.0
2019060610,0.0,0.0,0.0,26.8,26.5,28.9,6,11,1,2.9,2.7,1.6,0.0,0.0,0.0
2019060611,0.0,0.0,0.0,27.5,28.0,30.0,6,12,2,3.3,2.7,3.2,0.0,0.0,0.0
2019060612,0.0,0.0,0.0,29.7,29.3,31.0,6,11,1,2.6,3.3,2.7,0.0,0.0,0.0
2019060613,0.0,0.0,0.0,29.6,30.9,32.1,8,6,1,2.5,3.6,1.6,0.0,0.0,0.0
2019060614,0.0,0.0,0.0,29.8,30.3,30.9,7,6,5,2.1,4.6,1.4,0.0,0.0,0.0
2019060615,0.0,0.0,0.0,30.7,30.1,31.5,6,5,6,2.1,5.9,1.9,0.0,0.0,0.0
2019060616,0.0,0.0,0.0,30.0,28.4,31.1,4,5,9,6.9,7.3,3.4,0.0,0.0,0.0
2019060617,0.0,0.0,0.0,27.1,27.2,29.0,5,5,7,7.4,6.9,4.2,0.0,0.0,0.0
2019060618,0.0,0.0,0.0,25.7,25.8,26.6,4,6,8,6.4,5.9,4.1,0.0,0.0,0.0
2019060619,0.0,0.0,0.0,24.4,25.0,25.5,4,6,7,4.1,4.9,2.7,0.0,0.0,0.0
2019060620,0.0,0.0,0.0,23.4,24.0,24.7,4,5,7,4.7,3.3,2.8,0.0,0.0,0.0
2019060621,0.0,0.0,0.0,22.3,23.4,24.5,4,5,6,4.0,3.4,2.2,0.0,0.0,0.0
2019060622,0.0,0.0,0.0,21.9,23.0,24.0,4,4,6,2.7,3.0,1.0,0.0,0.0,0.0
2019060623,0.0,0.0,0.0,21.5,22.3,23.8,4,5,5,2.0,2.9,1.7,0.0,0.0,0.0
2019060624,0.0,0.0,0.0,21.4,22.2,23.0,2,6,8,1.2,2.4,2.1,0.0,0.0,0.0
2019060701,0.0,0.0,0.0,21.1,22.0,22.6,16,4,9,1.5,1.9,1.0,0.0,0.0,0.0
2019060702,0.0,0.0,0.0,20.8,21.8,22.2,4,5,9,0.5,0.9,1.0,0.0,0.0,0.0
2019060703,0.0,0.0,0.0,20.8,21.7,21.8,4,5,10,2.7,2.0,0.3,0.0,0.0,0.0
2019060704,0.0,0.0,0.0,20.6,21.0,22.4,4,4,14,2.1,1.6,0.4,0.0,0.0,0.0
2019060705,0.0,0.0,0.0,20.6,21.3,21.7,2,5,5,1.2,1.5,0.3,0.0,0.0,0.0
2019060706,0.0,0.0,0.0,20.5,21.6,22.0,2,3,16,3.0,1.4,0.7,0.0,0.0,0.0
2019060707,0.0,0.0,0.0,20.3,22.0,22.6,1,1,2,2.7,1.0,1.5,0.0,0.0,0.0
2019060708,3.0,0.0,0.0,19.8,22.9,23.1,2,16,1,4.0,1.4,1.8,0.0,0.0,0.0
2019060709,4.0,0.0,0.0,19.7,23.4,23.1,1,1,1,2.5,1.5,1.2,0.0,0.0,0.0
2019060710,2.5,0.0,0.0,18.5,23.0,22.6,14,2,2,3.4,2.6,1.5,0.0,0.0,0.0
2019060711,0.5,0.0,0.0,19.7,22.4,22.1,6,3,3,1.2,3.8,1.0,0.0,0.0,0.0
2019060712,3.0,0.0,2.5,19.2,22.3,21.7,6,3,5,2.7,2.5,1.2,0.0,0.0,0.0
2019060713,3.0,2.0,3.5,19.6,21.9,20.9,3,2,5,1.7,3.4,2.0,0.0,0.0,0.0
2019060714,1.5,4.0,2.5,19.2,21.5,19.9,3,5,9,2.2,3.9,1.4,0.0,0.0,0.0
2019060715,1.0,2.5,4.5,18.5,21.6,19.8,16,5,9,2.0,3.1,2.4,0.0,0.0,0.0
2019060716,0.5,6.0,3.0,18.1,21.8,19.7,14,7,7,1.7,5.1,2.9,0.0,0.0,0.0
2019060717,0.5,1.0,0.5,17.7,20.2,19.0,15,8,7,2.4,6.3,3.0,0.0,0.0,0.0
2019060718,2.0,2.0,2.5,17.7,20.0,18.5,16,5,6,2.2,3.6,2.0,0.0,0.0,0.0
2019060719,1.0,0.5,0.0,17.9,19.7,18.8,16,3,16,2.6,2.4,0.7,0.0,0.0,0.0
2019060720,0.0,0.0,0.0,17.9,19.9,18.9,16,16,2,3.3,0.8,1.0,0.0,0.0,0.0
2019060721,0.0,0.0,0.0,17.8,19.6,18.9,1,16,3,3.5,1.1,1.1,0.0,0.0,0.0
2019060722,0.5,0.0,0.0,17.8,19.5,18.9,16,16,2,4.2,1.4,1.1,0.0,0.0,0.0
2019060723,0.0,0.0,0.0,17.9,19.4,18.8,1,15,2,3.5,2.1,1.5,0.0,0.0,0.0
2019060724,0.0,0.0,0.0,17.8,19.2,18.7,1,15,1,3.6,2.3,0.6,0.0,0.0,0.0
2019060801,0.0,0.0,0.0,17.8,19.4,18.6,16,14,1,2.2,1.4,1.1,0.0,0.0,0.0
2019060802,0.0,0.5,0.0,17.7,19.4,18.6,15,14,15,1.1,0.9,0.8,0.0,0.0,0.0
2019060803,0.0,0.5,0.0,17.7,19.6,18.6,13,15,15,1.8,1.9,0.6,0.0,0.0,0.0
2019060804,0.0,0.0,0.0,17.8,19.5,18.6,15,1,1,0.5,1.4,0.4,0.0,0.0,0.0
2019060805,0.0,0.0,0.0,17.7,19.7,18.7,15,1,1,1.2,0.9,0.5,0.0,0.0,0.0
2019060806,0.0,0.0,0.0,18.3,20.0,19.0,16,1,14,1.8,1.0,0.7,0.0,0.0,0.0
2019060807,0.0,0.0,0.0,19.1,20.1,19.4,1,3,14,3.1,0.6,1.1,0.0,0.0,0.0
2019060808,0.0,0.0,0.0,19.9,20.6,20.2,2,15,0,3.4,0.8,0.2,0.0,0.0,0.0
2019060809,0.0,0.0,0.0,20.9,20.0,20.3,2,16,2,4.2,1.8,1.5,0.0,0.0,0.0
2019060810,0.0,0.5,0.0,22.4,20.2,21.2,1,16,2,3.4,1.0,1.3,0.0,0.0,0.0
2019060811,0.0,0.0,0.0,22.8,20.8,22.2,1,3,3,4.3,1.7,1.4,0.0,0.0,0.0
2019060812,0.0,0.0,0.0,22.7,21.7,22.9,2,4,2,3.4,3.0,1.5,0.0,0.0,0.0
2019060813,0.0,0.0,0.0,21.6,22.2,23.7,1,3,2,4.4,3.1,2.4,0.0,0.0,0.0
2019060814,0.0,0.0,0.0,22.1,21.6,24.0,1,2,3,3.6,3.5,1.8,0.0,0.0,0.0
2019060815,0.0,0.0,0.0,23.6,21.0,25.5,2,2,5,3.5,4.1,1.6,0.0,0.0,0.0
2019060816,0.0,0.0,0.0,24.0,21.0,25.8,16,3,1,3.3,3.7,1.2,0.0,0.0,0.0
2019060817,0.0,0.0,0.0,23.8,20.9,23.8,3,3,6,2.2,5.8,3.0,0.0,0.0,0.0
2019060818,0.0,0.0,0.0,22.3,20.4,22.2,6,2,7,3.5,4.2,3.0,0.0,0.0,0.0
2019060819,0.0,0.0,0.0,20.6,20.0,21.4,7,3,5,3.9,4.2,2.6,0.0,0.0,0.0
2019060820,0.0,0.0,0.0,20.4,19.7,20.9,5,3,3,1.3,4.0,1.4,0.0,0.0,0.0
2019060821,0.0,0.0,0.0,20.3,19.4,20.3,7,2,5,2.6,5.1,1.3,0.0,0.0,0.0
2019060822,0.0,0.0,0.0,19.7,19.3,20.3,7,2,4,2.1,4.9,1.6,0.0,0.0,0.0
2019060823,0.0,0.0,0.0,19.5,19.1,19.8,4,3,4,1.7,3.6,1.4,0.0,0.0,0.0
2019060824,0.0,0.0,0.0,19.1,18.8,19.5,3,3,4,1.5,4.8,1.3,0.0,0.0,0.0
2019060901,0.0,0.0,0.0,18.3,18.3,19.4,5,3,5,3.1,3.2,1.5,0.0,0.0,0.0
2019060902,0.0,0.0,2.0,17.7,18.0,17.6,4,3,4,2.6,4.1,2.2,0.0,0.0,0.0
2019060903,0.0,0.0,0.5,17.3,17.7,16.6,5,3,4,2.9,3.1,1.5,0.0,0.0,0.0
2019060904,0.0,0.0,0.5,17.2,17.6,16.0,6,2,4,2.4,4.3,2.0,0.0,0.0,0.0
2019060905,0.0,0.0,0.0,16.7,17.7,16.0,6,2,4,2.1,3.6,1.7,0.0,0.0,0.0
2019060906,0.0,0.0,0.0,16.4,17.7,15.8,6,3,3,2.4,3.6,0.8,0.0,0.0,0.0
2019060907,0.0,0.0,0.5,16.2,17.8,15.8,11,3,3,2.0,3.0,0.4,0.0,0.0,0.0
2019060908,0.0,0.0,0.5,16.4,18.2,16.2,9,2,6,1.1,4.9,0.3,0.0,0.0,0.0
2019060909,0.0,0.0,0.0,17.2,18.7,16.8,8,2,3,2.1,4.9,0.7,0.0,0.0,0.0
2019060910,0.0,0.0,0.0,17.1,19.3,17.6,9,2,3,2.9,5.3,1.3,0.0,0.0,0.0
2019060911,0.0,0.0,0.0,17.2,19.2,17.9,7,2,3,3.2,5.0,1.5,0.0,0.0,0.0
2019060912,0.0,0.0,0.0,17.5,20.2,18.1,9,2,3,2.1,4.6,1.9,0.0,0.0,0.0
2019060913,0.0,0.0,0.0,17.9,19.5,18.8,5,2,2,0.6,4.0,1.8,0.0,0.0,0.0
2019060914,0.0,0.0,0.0,18.5,18.8,19.1,8,2,16,0.6,3.0,0.9,0.0,0.0,0.0
2019060915,0.0,0.0,0.0,18.7,18.7,19.1,10,2,3,1.2,3.8,1.7,0.0,0.0,0.0
2019060916,0.0,0.0,1.5,19.3,18.7,17.4,11,1,5,1.2,3.6,0.5,0.0,0.0,0.0
2019060917,0.0,0.0,0.5,18.2,18.6,17.0,13,1,1,2.6,3.8,0.6,0.0,0.0,0.0
2019060918,0.0,0.0,0.0,18.4,18.1,16.6,15,1,1,2.3,3.6,0.5,0.0,0.0,0.0
2019060919,0.0,0.5,1.5,17.5,17.5,16.1,14,1,14,1.6,3.5,0.4,0.0,0.0,0.0
2019060920,4.0,2.5,0.0,16.6,17.0,15.9,14,1,14,1.8,2.7,1.0,0.0,0.0,0.0
2019060921,1.0,2.5,0.5,16.4,16.6,15.9,14,1,15,1.9,3.1,0.8,0.0,0.0,0.0
2019060922,3.0,0.0,1.0,16.1,16.4,15.9,16,1,1,3.6,3.2,1.0,0.0,0.0,0.0
2019060923,2.0,0.5,1.5,15.9,15.9,15.9,16,1,16,3.1,3.9,0.4,0.0,0.0,0.0
2019060924,5.5,0.5,1.5,15.8,15.7,16.0,1,1,15,2.4,3.6,0.5,0.0,0.0,0.0
2019061001,2.5,0.0,2.0,15.6,15.9,15.9,16,1,14,4.7,3.3,1.3,0.0,0.0,0.0
2019061002,2.5,0.5,1.0,15.5,16.1,16.0,16,1,16,3.9,4.1,1.1,0.0,0.0,0.0
2019061003,1.5,0.5,0.0,15.2,16.4,15.9,16,1,16,5.5,4.1,1.3,0.0,0.0,0.0
2019061004,0.5,0.0,1.0,14.8,16.6,15.8,1,1,15,6.4,4.3,1.2,0.0,0.0,0.0
2019061005,0.5,0.5,2.0,14.7,16.7,15.7,1,1,16,4.9,4.1,0.9,0.0,0.0,0.0
2019061006,0.0,0.5,1.5,15.0,16.9,15.9,1,1,16,5.5,3.7,0.8,0.0,0.0,0.0
2019061007,0.0,0.5,3.5,15.4,17.1,16.0,1,1,1,5.7,3.2,1.7,0.0,0.0,0.0
2019061008,0.0,0.5,1.0,15.6,17.3,16.1,16,1,16,5.6,3.8,0.7,0.0,0.0,0.0
2019061009,0.0,0.5,5.5,15.8,18.0,16.4,1,1,15,5.8,4.0,1.6,0.0,0.0,0.0
2019061010,0.5,0.0,3.0,16.3,18.7,16.4,1,2,15,5.4,4.1,1.5,0.0,0.0,0.0
2019061011,0.5,0.5,4.5,16.2,18.9,16.5,1,2,15,6.5,4.7,1.8,0.0,0.0,0.0
2019061012,1.0,0.5,7.0,16.3,18.2,16.2,1,1,14,5.8,4.7,2.1,0.0,0.0,0.0
2019061013,1.5,1.0,3.5,16.4,18.4,16.7,1,1,1,6.9,3.4,1.2,0.0,0.0,0.0
2019061014,1.0,5.0,4.0,16.4,18.6,16.6,1,2,16,7.5,3.7,1.5,0.0,0.0,0.0
2019061015,0.0,2.5,5.0,16.0,18.4,16.3,1,2,15,8.6,4.0,1.4,0.0,0.0,0.0
2019061016,2.0,9.0,6.5,15.4,17.0,16.2,16,16,1,7.0,3.9,2.0,0.0,0.0,0.0
2019061017,3.5,8.0,6.0,15.1,16.7,15.6,1,16,16,8.5,5.4,1.6,0.0,0.0,0.0
2019061018,3.5,6.0,9.0,14.7,16.7,15.5,16,1,15,7.2,4.7,1.7,0.0,0.0,0.0
2019061019,3.0,7.0,4.0,14.8,16.4,15.0,16,16,16,6.2,5.0,1.9,0.0,0.0,0.0
2019061020,5.5,3.0,3.0,14.6,16.4,14.8,16,16,15,6.9,4.4,1.5,0.0,0.0,0.0
2019061021,3.0,6.5,2.5,14.6,16.1,14.7,1,15,14,5.1,3.8,2.3,0.0,0.0,0.0
2019061022,5.0,5.0,0.0,14.7,16.0,14.9,16,16,15,6.9,3.1,1.3,0.0,0.0,0.0
2019061023,3.5,2.0,0.0,14.8,16.2,14.9,1,1,16,6.2,3.9,1.5,0.0,0.0,0.0
2019061024,1.0,1.0,0.0,14.7,16.1,15.0,1,1,16,7.2,3.7,1.3,0.0,0.0,0.0
2019061101,0.5,1.5,0.5,14.6,16.0,15.2,16,1,14,6.8,3.5,1.3,0.0,0.0,0.0
2019061102,0.0,0.5,1.0,14.8,16.3,15.0,16,16,15,8.2,3.4,1.3,0.0,0.0,0.0
2019061103,0.0,1.5,0.0,15.1,16.1,15.3,16,15,16,6.3,4.3,0.5,0.0,0.0,0.0
2019061104,0.0,2.0,0.5,15.1,15.5,15.0,16,15,15,6.1,4.7,1.4,0.0,0.0,0.0
2019061105,0.0,0.0,0.0,15.2,15.8,15.2,1,15,15,6.4,4.6,1.3,0.0,0.0,0.0
2019061106,0.0,0.0,0.0,15.7,16.0,15.6,1,15,1,6.8,4.6,1.0,0.0,0.0,0.0
2019061107,0.0,0.0,0.0,16.1,16.5,15.8,1,15,1,7.7,4.3,1.0,0.0,0.0,0.0
2019061108,0.0,0.0,0.0,17.6,18.0,17.9,1,15,15,8.9,4.0,1.7,0.0,0.0,0.0
2019061109,0.0,0.0,0.0,18.8,18.9,20.0,1,16,2,10.4,3.3,2.0,0.0,0.0,0.0
2019061110,0.0,0.0,0.0,18.5,19.3,21.0,1,1,1,9.8,4.8,2.9,0.0,0.0,0.0
2019061111,0.0,0.0,0.0,19.4,20.0,21.8,1,1,1,9.8,3.8,2.0,0.0,0.0,0.0
2019061112,0.0,0.0,0.0,20.6,20.9,21.6,1,1,1,9.9,4.5,2.0,0.0,0.0,0.0
2019061113,0.0,0.0,0.0,21.5,21.1,22.7,1,1,2,9.2,4.0,2.7,0.0,0.0,0.0
2019061114,0.0,0.0,0.0,21.3,20.6,23.5,1,1,1,6.4,4.3,2.4,0.0,0.0,0.0
2019061115,0.0,0.0,0.0,20.5,22.2,22.0,1,1,1,6.5,2.6,2.1,0.0,0.0,0.0
2019061116,0.0,0.0,0.0,19.7,21.8,21.7,1,1,1,8.5,3.5,0.9,0.0,0.0,0.0
2019061117,0.0,0.0,0.0,19.2,20.8,21.5,1,3,2,8.7,5.1,1.4,0.0,0.0,0.0
2019061118,0.0,0.0,0.0,18.6,20.1,20.3,1,3,6,6.2,3.5,1.7,0.0,0.0,0.0
2019061119,0.0,0.0,0.0,18.0,19.2,19.8,1,4,9,6.8,3.6,1.0,0.0,0.0,0.0
2019061120,0.0,0.0,0.5,17.3,18.5,17.5,1,3,10,5.3,3.8,1.0,0.0,0.0,0.0
2019061121,0.0,0.0,5.0,16.8,18.4,16.0,1,2,9,6.6,3.4,0.9,0.0,0.0,0.0
2019061122,0.0,0.0,2.0,16.5,18.3,16.1,1,2,12,5.8,2.7,0.9,0.0,0.0,0.0
2019061123,0.0,0.5,0.0,16.2,17.1,15.5,1,1,13,4.5,1.8,1.3,0.0,0.0,0.0
2019061124,0.0,1.0,0.0,16.0,16.6,15.6,1,1,14,4.2,1.4,1.0,0.0,0.0,0.0
2019061201,0.0,0.0,1.0,15.7,16.6,14.9,1,2,13,2.8,1.0,1.1,0.0,0.0,0.0
2019061202,0.0,0.5,0.5,15.6,16.4,14.8,1,16,14,3.5,0.6,1.1,0.0,0.0,0.0
2019061203,0.0,0.5,0.5,15.6,16.0,14.8,1,1,14,3.3,1.8,1.5,0.0,0.0,0.0
2019061204,0.0,0.0,0.0,15.6,15.8,14.8,1,16,13,3.2,1.4,1.0,0.0,0.0,0.0
2019061205,0.0,0.0,0.0,15.6,16.0,14.9,1,16,14,3.8,1.6,0.7,0.0,0.0,0.0
2019061206,0.0,0.0,0.0,15.8,16.8,15.4,1,15,14,3.2,1.5,1.3,0.0,0.0,0.0
2019061207,0.0,0.0,0.0,16.2,17.8,16.3,1,1,14,2.9,2.7,1.2,0.0,0.0,0.0
2019061208,0.0,0.0,0.0,17.4,18.5,18.2,1,1,13,5.3,3.2,0.6,0.0,0.0,0.0
2019061209,0.0,0.0,0.0,18.7,18.4,18.7,1,2,3,2.5,2.1,1.1,0.0,0.0,0.0
2019061210,0.0,0.0,0.0,19.4,19.0,18.8,14,2,6,2.2,2.8,1.5,0.0,0.0,0.0
2019061211,0.0,0.0,0.0,19.2,20.6,19.2,15,2,6,2.2,3.4,1.0,0.0,0.0,0.0
2019061212,0.0,0.0,0.0,19.4,21.1,20.0,16,2,6,1.4,3.6,0.9,0.0,0.0,0.0
2019061213,0.0,0.0,0.0,19.3,21.6,20.3,8,3,4,1.2,2.0,1.9,0.0,0.0,0.0
2019061214,0.0,0.0,0.0,19.8,21.5,21.3,16,4,5,1.3,2.8,2.5,0.0,0.0,0.0
2019061215,0.0,0.0,0.0,19.2,21.1,21.2,6,4,5,4.0,4.4,1.7,0.0,0.0,0.0
2019061216,0.0,0.0,0.0,20.4,21.1,20.8,6,5,7,3.5,3.5,2.0,0.0,0.0,0.0
2019061217,0.0,0.0,0.0,19.5,20.3,20.1,8,5,6,2.5,3.2,2.7,0.0,0.0,0.0
2019061218,0.0,0.0,0.0,19.4,20.0,19.8,9,5,5,3.3,3.5,2.5,0.0,0.0,0.0
2019061219,0.0,0.0,0.0,19.0,18.5,19.2,6,4,6,3.4,3.8,2.1,0.0,0.0,0.0
2019061220,0.0,0.0,0.0,18.0,18.0,18.9,6,4,6,3.2,4.2,2.3,0.0,0.0,0.0
2019061221,0.0,0.0,0.0,16.9,17.5,18.2,6,4,6,2.9,2.8,2.4,0.0,0.0,0.0
2019061222,0.0,0.0,0.0,16.6,17.0,17.4,6,5,6,1.3,2.8,2.9,0.0,0.0,0.0
2019061223,0.0,0.0,0.0,15.3,16.7,16.5,6,5,6,1.7,2.0,1.7,0.0,0.0,0.0
2019061224,0.0,0.0,0.0,14.7,16.8,15.2,10,4,5,0.7,1.6,0.9,0.0,0.0,0.0
2019061301,0.0,0.0,0.0,15.1,16.8,14.5,10,4,0,1.8,1.4,0.1,0.0,0.0,0.0
2019061302,0.0,0.0,0.0,15.3,16.2,15.0,9,4,8,1.3,1.4,0.3,0.0,0.0,0.0
2019061303,0.0,0.0,0.0,15.6,16.4,14.4,10,2,0,1.8,1.4,0.1,0.0,0.0,0.0
2019061304,0.0,0.0,0.0,15.4,16.1,13.9,10,2,0,1.8,2.7,0.1,0.0,0.0,0.0
2019061305,0.0,0.0,0.0,14.7,16.2,13.8,11,3,0,2.7,1.5,0.1,0.0,0.0,0.0
2019061306,0.0,0.0,0.0,16.2,16.7,16.7,10,6,12,2.4,1.4,0.5,0.0,0.0,0.0
2019061307,0.0,0.0,0.0,17.9,18.6,18.4,11,5,8,2.6,1.1,0.7,0.0,0.0,0.0
2019061308,0.0,0.0,0.0,18.8,20.8,19.6,16,9,2,0.5,1.2,1.2,0.0,0.0,0.0
2019061309,0.0,0.0,0.0,21.1,20.8,21.7,4,11,9,1.4,2.7,2.8,0.0,0.0,0.0
2019061310,0.0,0.0,0.0,21.9,21.6,22.8,7,12,6,3.3,2.9,2.3,0.0,0.0,0.0
2019061311,0.0,0.0,0.0,22.4,23.5,24.0,6,12,8,3.8,2.4,3.1,0.0,0.0,0.0
2019061312,0.0,0.0,0.0,24.3,22.9,25.2,8,12,8,2.0,3.8,3.4,0.0,0.0,0.0
2019061313,0.0,0.0,0.0,24.8,24.6,25.0,10,12,7,4.6,2.8,4.4,0.0,0.0,0.0
2019061314,0.0,0.0,0.0,25.8,24.2,25.2,8,11,8,2.6,3.9,4.2,0.0,0.0,0.0
2019061315,0.0,0.0,0.0,26.4,24.1,24.5,7,11,8,5.2,6.4,4.7,0.0,0.0,0.0
2019061316,0.0,0.0,0.0,27.0,23.7,25.0,7,11,8,4.3,6.9,3.6,0.0,0.0,0.0
2019061317,0.0,0.0,0.0,26.4,23.3,23.4,7,11,7,4.2,5.8,4.7,0.0,0.0,0.0
2019061318,0.0,0.0,0.0,25.2,23.4,21.9,7,8,7,5.3,6.0,5.1,0.0,0.0,0.0
2019061319,0.0,0.0,0.0,23.9,22.2,21.1,7,8,8,5.8,7.0,5.0,0.0,0.0,0.0
2019061320,0.0,0.0,0.0,22.8,21.4,20.4,8,8,7,4.7,4.9,3.1,0.0,0.0,0.0
2019061321,0.0,0.0,0.0,21.1,20.9,20.3,8,8,7,3.5,5.0,3.5,0.0,0.0,0.0
2019061322,0.0,0.0,0.0,20.6,20.1,20.2,8,7,7,5.4,3.3,3.6,0.0,0.0,0.0
2019061323,0.0,0.0,0.0,19.7,19.6,19.9,9,7,7,3.0,3.2,3.1,0.0,0.0,0.0
2019061324,0.0,0.0,0.0,19.1,19.7,19.4,9,7,7,3.1,3.6,2.6,0.0,0.0,0.0
